,Membres,Missions,Compétences,Certifications,Combined
10,"Nom: Alexis Short, Code: 426293, Coefficient: 115, Profil: Expert, Localisation: Mtp, Equipe: Data Integration, Manager: Laura West, ","[""Mission Direction de projet à 20% d'occupation chez BPCE du 2025-02-24 au 2025-10-16"", ""Mission Direction de projet à 80% d'occupation chez Club Med du 2026-02-22 au 2026-05-19"", 'Disponible à 20% du 2026-03-11 au 2026-05-28', ""Mission Direction de projet à 20% d'occupation chez Dalkia du 2024-06-10 au 2025-03-28"", ""Mission Direction de projet à 80% d'occupation chez Enedis du 2025-02-27 au 2025-03-29"", ""Mission Direction de projet à 20% d'occupation chez Engie du 2025-12-28 au 2026-03-12"", ""Mission Direction de projet à 80% d'occupation chez La Poste du 2024-06-30 au 2024-08-26"", ""Mission Direction de projet à 80% d'occupation chez Orange du 2025-08-10 au 2026-02-21""]","['Compétent en Business Applications à un niveau bon', 'Compétent en Business Applications à un niveau bon', 'Compétent en Capacité de marketing à un niveau bon', 'Compétent en Facilitation Graphique à un niveau faible', 'Compétent en Pandas à un niveau très bon', 'Compétent en UiPath Studio à un niveau faible']","[""Certifié AWS Solution Architect (AWSSOARC) depuis le 2019-10-13 et jusqu'au 2021-10-29"", ""Certifié SAP CA BusFound Integrat (CABFI) depuis le 2024-02-20 et jusqu'au 2025-11-13"", ""Certifié Salesforce Adv. Administrator (SFADVADM) depuis le 2023-04-12 et jusqu'au 2025-09-10""]","Nom: Alexis Short, Code: 426293, Coefficient: 115, Profil: Expert, Localisation: Mtp, Equipe: Data Integration, Manager: Laura West, [Mission Direction de projet à 20% d'occupation chez BPCE du 2025-02-24 au 2025-10-16, Mission Direction de projet à 80% d'occupation chez Club Med du 2026-02-22 au 2026-05-19, 'Disponible à 20% du 2026-03-11 au 2026-05-28', Mission Direction de projet à 20% d'occupation chez Dalkia du 2024-06-10 au 2025-03-28, Mission Direction de projet à 80% d'occupation chez Enedis du 2025-02-27 au 2025-03-29, Mission Direction de projet à 20% d'occupation chez Engie du 2025-12-28 au 2026-03-12, Mission Direction de projet à 80% d'occupation chez La Poste du 2024-06-30 au 2024-08-26, Mission Direction de projet à 80% d'occupation chez Orange du 2025-08-10 au 2026-02-21], ['Compétent en Business Applications à un niveau bon', 'Compétent en Business Applications à un niveau bon', 'Compétent en Capacité de marketing à un niveau bon', 'Compétent en Facilitation Graphique à un niveau faible', 'Compétent en Pandas à un niveau très bon', 'Compétent en UiPath Studio à un niveau faible'], [Certifié AWS Solution Architect (AWSSOARC) depuis le 2019-10-13 et jusqu'au 2021-10-29, Certifié SAP CA BusFound Integrat (CABFI) depuis le 2024-02-20 et jusqu'au 2025-11-13, Certifié Salesforce Adv. Administrator (SFADVADM) depuis le 2023-04-12 et jusqu'au 2025-09-10]"
11,"Nom: Alicia Brooks, Code: 499591, Coefficient: 100, Profil: Confirmé, Localisation: Tours, Equipe: Data Management, Manager: Janice Ayers, ","[""Mission DevOps à 50% d'occupation chez Bouygues du 2024-01-26 au 2024-03-17"", 'Disponible à 50% du 2024-02-14 au 2024-11-10', ""Mission DevOps à 50% d'occupation chez Dalkia du 2025-06-26 au 2025-11-13"", ""Mission DevOps à 50% d'occupation chez LVMH du 2024-10-16 au 2025-09-01"", ""Mission DevOps à 50% d'occupation chez Orange du 2024-01-07 au 2024-05-05""]","['Compétent en Anti-virus McAfee à un niveau expert', 'Compétent en Architecture de la sécurité à un niveau faible', 'Compétent en Comptabilité générale à un niveau très bon', 'Compétent en Déploiement d‘applications à un niveau faible', 'Compétent en Écoconception à un niveau faible']","[""Certifié Ingénieur (ENG) depuis le 2022-07-29 et jusqu'au 2025-05-09"", ""Certifié Fondation ITIL V3 (ITILFV3) depuis le 2020-02-23 et jusqu'au 2023-01-24"", ""Certifié Microsoft CertPowerPfAppMkrAss (MCPPAMA) depuis le 2021-06-20 et jusqu'au 2023-11-18""]","Nom: Alicia Brooks, Code: 499591, Coefficient: 100, Profil: Confirmé, Localisation: Tours, Equipe: Data Management, Manager: Janice Ayers, [Mission DevOps à 50% d'occupation chez Bouygues du 2024-01-26 au 2024-03-17, 'Disponible à 50% du 2024-02-14 au 2024-11-10', Mission DevOps à 50% d'occupation chez Dalkia du 2025-06-26 au 2025-11-13, Mission DevOps à 50% d'occupation chez LVMH du 2024-10-16 au 2025-09-01, Mission DevOps à 50% d'occupation chez Orange du 2024-01-07 au 2024-05-05], ['Compétent en Anti-virus McAfee à un niveau expert', 'Compétent en Architecture de la sécurité à un niveau faible', 'Compétent en Comptabilité générale à un niveau très bon', 'Compétent en Déploiement d‘applications à un niveau faible', 'Compétent en Écoconception à un niveau faible'], [Certifié Ingénieur (ENG) depuis le 2022-07-29 et jusqu'au 2025-05-09, Certifié Fondation ITIL V3 (ITILFV3) depuis le 2020-02-23 et jusqu'au 2023-01-24, Certifié Microsoft CertPowerPfAppMkrAss (MCPPAMA) depuis le 2021-06-20 et jusqu'au 2023-11-18]"
12,"Nom: Alicia Castaneda, Code: 498501, Coefficient: 100, Profil: Sénior, Localisation: Paris, Equipe: ODI, Manager: Laura Smith, ","[""Mission Talend BD à 20% d'occupation chez Bouygues du 2023-09-01 au 2024-01-01"", ""Mission Talend BD à 80% d'occupation chez Dalkia du 2024-01-13 au 2024-12-26"", ""Mission Talend BD à 20% d'occupation chez Enedis du 2024-02-09 au 2024-02-26"", ""Mission Talend BD à 20% d'occupation chez Engie du 2024-11-27 au 2025-01-09"", ""Mission Talend BD à 80% d'occupation chez LVMH du 2023-12-03 au 2024-03-17"", ""Mission Talend BD à 80% d'occupation chez La Poste du 2024-10-28 au 2025-06-13""]","[""Mission Talend BD à 80% d'occupation chez La Poste du 2024-10-28 au 2025-06-13"", 'Compétent en Conception Logicielle à un niveau expert', 'Compétent en IONIC à un niveau très bon', 'Compétent en Java Server Pages (JSP) à un niveau bon', 'Compétent en Java Server Pages (JSP) à un niveau bon', 'Compétent en SC transfo. numérique à un niveau expert']","[""Certifié Copado Fundamentals I (COPADOFI) depuis le 2023-12-30 et jusqu'au 2025-04-19"", ""Certifié Lean Six Sigma Green Belt (LSSGB) depuis le 2020-01-30 et jusqu'au 2021-12-28""]","Nom: Alicia Castaneda, Code: 498501, Coefficient: 100, Profil: Sénior, Localisation: Paris, Equipe: ODI, Manager: Laura Smith, [Mission Talend BD à 20% d'occupation chez Bouygues du 2023-09-01 au 2024-01-01, Mission Talend BD à 80% d'occupation chez Dalkia du 2024-01-13 au 2024-12-26, Mission Talend BD à 20% d'occupation chez Enedis du 2024-02-09 au 2024-02-26, Mission Talend BD à 20% d'occupation chez Engie du 2024-11-27 au 2025-01-09, Mission Talend BD à 80% d'occupation chez LVMH du 2023-12-03 au 2024-03-17, Mission Talend BD à 80% d'occupation chez La Poste du 2024-10-28 au 2025-06-13], [Mission Talend BD à 80% d'occupation chez La Poste du 2024-10-28 au 2025-06-13, 'Compétent en Conception Logicielle à un niveau expert', 'Compétent en IONIC à un niveau très bon', 'Compétent en Java Server Pages (JSP) à un niveau bon', 'Compétent en Java Server Pages (JSP) à un niveau bon', 'Compétent en SC transfo. numérique à un niveau expert'], [Certifié Copado Fundamentals I (COPADOFI) depuis le 2023-12-30 et jusqu'au 2025-04-19, Certifié Lean Six Sigma Green Belt (LSSGB) depuis le 2020-01-30 et jusqu'au 2021-12-28]"
13,"Nom: Alicia Mcintosh, Code: LPS00303413, Coefficient: 105, Profil: Confirmé, Localisation: Tours, Equipe: Data Integration, Manager: John Werner DDS, ","[""Mission Direction de projet à 80% d'occupation chez BPCE du 2024-07-30 au 2024-09-13"", ""Mission Direction de projet à 20% d'occupation chez COVEA du 2024-07-07 au 2024-11-16"", ""Mission Direction de projet à 80% d'occupation chez Club Med du 2024-09-29 au 2025-05-09"", ""Mission Direction de projet à 20% d'occupation chez LVMH du 2024-02-04 au 2024-07-11"", ""Mission Direction de projet à 20% d'occupation chez La Poste du 2024-03-27 au 2024-10-17"", ""Mission Direction de projet à 20% d'occupation chez Orange du 2025-04-15 au 2025-05-22"", ""Mission Direction de projet à 80% d'occupation chez Société Générale du 2024-04-30 au 2024-05-13""]","['Compétent en Administration & Finance (St) à un niveau très bon', 'Compétent en Adobe Campaign à un niveau faible', 'Compétent en Conception d‘interactions à un niveau très bon', 'Compétent en MS Office365 à un niveau très bon', 'Compétent en MS SQL Server à un niveau expert', 'Compétent en MS SQL Server à un niveau expert']","[""Certifié Analyzing Data with Power BI (DATAPBI) depuis le 2022-07-07 et jusqu'au 2024-06-13""]","Nom: Alicia Mcintosh, Code: LPS00303413, Coefficient: 105, Profil: Confirmé, Localisation: Tours, Equipe: Data Integration, Manager: John Werner DDS, [Mission Direction de projet à 80% d'occupation chez BPCE du 2024-07-30 au 2024-09-13, Mission Direction de projet à 20% d'occupation chez COVEA du 2024-07-07 au 2024-11-16, Mission Direction de projet à 80% d'occupation chez Club Med du 2024-09-29 au 2025-05-09, Mission Direction de projet à 20% d'occupation chez LVMH du 2024-02-04 au 2024-07-11, Mission Direction de projet à 20% d'occupation chez La Poste du 2024-03-27 au 2024-10-17, Mission Direction de projet à 20% d'occupation chez Orange du 2025-04-15 au 2025-05-22, Mission Direction de projet à 80% d'occupation chez Société Générale du 2024-04-30 au 2024-05-13], ['Compétent en Administration & Finance (St) à un niveau très bon', 'Compétent en Adobe Campaign à un niveau faible', 'Compétent en Conception d‘interactions à un niveau très bon', 'Compétent en MS Office365 à un niveau très bon', 'Compétent en MS SQL Server à un niveau expert', 'Compétent en MS SQL Server à un niveau expert'], [Certifié Analyzing Data with Power BI (DATAPBI) depuis le 2022-07-07 et jusqu'au 2024-06-13]"
14,"Nom: Alisha Bartlett, Code: LPS00060882, Coefficient: 170, Profil: Sénior, Localisation: Tours, Equipe: DSIA, Manager: Stephanie Harrison, ","[""Mission Datastage à 20% d'occupation chez BPCE du 2023-12-03 au 2024-09-04"", ""Mission Datastage à 80% d'occupation chez Bouygues du 2024-05-25 au 2025-02-28"", 'Disponible à 80% du 2023-07-20 au 2024-02-11', ""Mission Datastage à 20% d'occupation chez Enedis du 2024-05-30 au 2024-08-02"", ""Mission Datastage à 20% d'occupation chez LVMH du 2023-08-29 au 2023-09-16"", ""Mission Datastage à 80% d'occupation chez Orange du 2024-07-07 au 2024-07-12""]","['Compétent en Architecture en nuage publique à un niveau expert', 'Compétent en Architecture technique à un niveau expert', 'Compétent en Dart à un niveau bon', 'Compétent en Gestion des coûts à un niveau bon', 'Compétent en Gouvernance des Données à un niveau bon', 'Compétent en HP Fortify à un niveau faible', 'Compétent en Stratégie de produits à un niveau faible']","[""Certifié AWS Solution Architect (AWSSOARC) depuis le 2020-03-19 et jusqu'au 2022-12-26"", ""Certifié Développeur Java Cert Oracle (OCJD) depuis le 2022-04-30 et jusqu'au 2024-08-26"", ""Certifié Salesforce Cert Mkt CldEmailSp (SFMACLSP) depuis le 2020-08-30 et jusqu'au 2023-03-24""]","Nom: Alisha Bartlett, Code: LPS00060882, Coefficient: 170, Profil: Sénior, Localisation: Tours, Equipe: DSIA, Manager: Stephanie Harrison, [Mission Datastage à 20% d'occupation chez BPCE du 2023-12-03 au 2024-09-04, Mission Datastage à 80% d'occupation chez Bouygues du 2024-05-25 au 2025-02-28, 'Disponible à 80% du 2023-07-20 au 2024-02-11', Mission Datastage à 20% d'occupation chez Enedis du 2024-05-30 au 2024-08-02, Mission Datastage à 20% d'occupation chez LVMH du 2023-08-29 au 2023-09-16, Mission Datastage à 80% d'occupation chez Orange du 2024-07-07 au 2024-07-12], ['Compétent en Architecture en nuage publique à un niveau expert', 'Compétent en Architecture technique à un niveau expert', 'Compétent en Dart à un niveau bon', 'Compétent en Gestion des coûts à un niveau bon', 'Compétent en Gouvernance des Données à un niveau bon', 'Compétent en HP Fortify à un niveau faible', 'Compétent en Stratégie de produits à un niveau faible'], [Certifié AWS Solution Architect (AWSSOARC) depuis le 2020-03-19 et jusqu'au 2022-12-26, Certifié Développeur Java Cert Oracle (OCJD) depuis le 2022-04-30 et jusqu'au 2024-08-26, Certifié Salesforce Cert Mkt CldEmailSp (SFMACLSP) depuis le 2020-08-30 et jusqu'au 2023-03-24]"
15,"Nom: Allen Hill, Code: 439670, Coefficient: 115, Profil: Sénior, Localisation: Mtp, Equipe: DataViz, Manager: Eric Davis, ","[""Mission Talend BD à 40% d'occupation chez BPCE du 2024-06-28 au 2024-12-02"", ""Mission Talend BD à 80% d'occupation chez Dalkia du 2023-09-26 au 2024-06-28"", ""Mission Talend BD à 20% d'occupation chez Fraikin du 2024-04-21 au 2024-06-12"", 'En congés à 100% du 2024-06-13 au 2024-06-27']","['En congés à 100% du 2024-06-13 au 2024-06-27', 'Compétent en Agilité et Innovation à un niveau très bon', 'Compétent en Informatica IICS à un niveau expert', 'Compétent en Épargne et investissements à un niveau faible']","[""Certifié Scrum Master I Professional (PSM1) depuis le 2022-06-12 et jusqu'au 2025-01-12""]","Nom: Allen Hill, Code: 439670, Coefficient: 115, Profil: Sénior, Localisation: Mtp, Equipe: DataViz, Manager: Eric Davis, [Mission Talend BD à 40% d'occupation chez BPCE du 2024-06-28 au 2024-12-02, Mission Talend BD à 80% d'occupation chez Dalkia du 2023-09-26 au 2024-06-28, Mission Talend BD à 20% d'occupation chez Fraikin du 2024-04-21 au 2024-06-12, 'En congés à 100% du 2024-06-13 au 2024-06-27'], ['En congés à 100% du 2024-06-13 au 2024-06-27', 'Compétent en Agilité et Innovation à un niveau très bon', 'Compétent en Informatica IICS à un niveau expert', 'Compétent en Épargne et investissements à un niveau faible'], [Certifié Scrum Master I Professional (PSM1) depuis le 2022-06-12 et jusqu'au 2025-01-12]"
16,"Nom: Allison Hart, Code: 498943, Coefficient: 115, Profil: Junior, Localisation: Paris, Equipe: Cloud Azure, Manager: Robert Mcguire, ","[""Mission Talend, Talend BD à 50% d'occupation chez COVEA du 2023-10-27 au 2024-01-31"", 'Disponible à 50% du 2023-12-24 au 2024-08-26', ""Mission Talend, Talend BD à 50% d'occupation chez Dalkia du 2024-07-06 au 2025-03-02"", ""Mission Talend, Talend BD à 50% d'occupation chez Orange du 2025-03-18 au 2025-04-08"", 'En congés à 100% du 2025-03-03 au 2025-03-17']","['En congés à 100% du 2025-03-03 au 2025-03-17', 'En congés à 100% du 2025-03-03 au 2025-03-17', 'Compétent en Electron à un niveau bon']","[""Certifié Salesforce Cert Pardot Spec (SFPARDSP) depuis le 2022-01-15 et jusqu'au 2023-10-29"", ""Certifié SAFe Product Owner Prod Mngr (SPOPM) depuis le 2021-12-29 et jusqu'au 2024-12-06""]","Nom: Allison Hart, Code: 498943, Coefficient: 115, Profil: Junior, Localisation: Paris, Equipe: Cloud Azure, Manager: Robert Mcguire, [Mission Talend, Talend BD à 50% d'occupation chez COVEA du 2023-10-27 au 2024-01-31, 'Disponible à 50% du 2023-12-24 au 2024-08-26', Mission Talend, Talend BD à 50% d'occupation chez Dalkia du 2024-07-06 au 2025-03-02, Mission Talend, Talend BD à 50% d'occupation chez Orange du 2025-03-18 au 2025-04-08, 'En congés à 100% du 2025-03-03 au 2025-03-17'], ['En congés à 100% du 2025-03-03 au 2025-03-17', 'En congés à 100% du 2025-03-03 au 2025-03-17', 'Compétent en Electron à un niveau bon'], [Certifié Salesforce Cert Pardot Spec (SFPARDSP) depuis le 2022-01-15 et jusqu'au 2023-10-29, Certifié SAFe Product Owner Prod Mngr (SPOPM) depuis le 2021-12-29 et jusqu'au 2024-12-06]"
17,"Nom: Allison Jones, Code: 468094, Coefficient: 115, Profil: Sénior, Localisation: Mtp, Equipe: ODI, Manager: Vincent Weiss, ","[""Mission Talend, Talend BD à 50% d'occupation chez Bouygues du 2023-10-10 au 2023-10-14"", ""Mission Talend, Talend BD à 50% d'occupation chez COVEA du 2023-10-11 au 2023-12-05"", ""Mission Talend, Talend BD à 50% d'occupation chez Club Med du 2023-09-04 au 2024-08-29"", ""Mission Talend, Talend BD à 50% d'occupation chez Fraikin du 2025-03-01 au 2025-05-06"", ""Mission Talend, Talend BD à 50% d'occupation chez LVMH du 2024-09-14 au 2025-03-20"", 'En congés à 100% du 2024-08-30 au 2024-09-13']","['Compétent en AXURE à un niveau bon', 'Compétent en Gestion du changement (T1) à un niveau expert', 'Compétent en Surveillance des données à un niveau faible']","[""Certifié Business Analyst Prof Cert (IIBACBAP) depuis le 2021-02-01 et jusqu'au 2022-02-19""]","Nom: Allison Jones, Code: 468094, Coefficient: 115, Profil: Sénior, Localisation: Mtp, Equipe: ODI, Manager: Vincent Weiss, [Mission Talend, Talend BD à 50% d'occupation chez Bouygues du 2023-10-10 au 2023-10-14, Mission Talend, Talend BD à 50% d'occupation chez COVEA du 2023-10-11 au 2023-12-05, Mission Talend, Talend BD à 50% d'occupation chez Club Med du 2023-09-04 au 2024-08-29, Mission Talend, Talend BD à 50% d'occupation chez Fraikin du 2025-03-01 au 2025-05-06, Mission Talend, Talend BD à 50% d'occupation chez LVMH du 2024-09-14 au 2025-03-20, 'En congés à 100% du 2024-08-30 au 2024-09-13'], ['Compétent en AXURE à un niveau bon', 'Compétent en Gestion du changement (T1) à un niveau expert', 'Compétent en Surveillance des données à un niveau faible'], [Certifié Business Analyst Prof Cert (IIBACBAP) depuis le 2021-02-01 et jusqu'au 2022-02-19]"
18,"Nom: Allison Pham, Code: LPS00334794, Coefficient: 115, Profil: Expert, Localisation: Paris, Equipe: MSBI, Manager: Janice Ayers, ","[""Mission Direction de projet à 20% d'occupation chez COVEA du 2026-11-20 au 2027-10-26"", ""Mission Direction de projet à 80% d'occupation chez Club Med du 2027-10-03 au 2028-01-07"", 'Disponible à 80% du 2025-11-24 au 2025-12-28', ""Mission Direction de projet à 20% d'occupation chez Dalkia du 2025-11-09 au 2026-04-25"", ""Mission Direction de projet à 80% d'occupation chez Enedis du 2024-12-07 au 2025-11-10"", ""Mission Direction de projet à 80% d'occupation chez Engie du 2026-03-02 au 2026-12-26"", ""Mission Direction de projet à 20% d'occupation chez LVMH du 2024-07-27 au 2025-01-10"", ""Mission Direction de projet à 20% d'occupation chez La Poste du 2025-09-23 au 2026-02-14""]","['Compétent en C# à un niveau expert', 'Compétent en CISCO WLAN à un niveau expert', 'Compétent en CISCO WLAN à un niveau expert', 'Compétent en Dataiku à un niveau expert', 'Compétent en Détail, consommateurs et serv. à un niveau expert']","[""Certifié PM Level 3 (CGI) (CGIPM3) depuis le 2022-01-26 et jusqu'au 2024-03-05"", ""Certifié Microsoft Cert Architect (MCA) depuis le 2021-02-06 et jusqu'au 2023-07-04"", ""Certifié Salesforce Cert Integ Architec (SFCINTAR) depuis le 2020-04-23 et jusqu'au 2022-05-08""]","Nom: Allison Pham, Code: LPS00334794, Coefficient: 115, Profil: Expert, Localisation: Paris, Equipe: MSBI, Manager: Janice Ayers, [Mission Direction de projet à 20% d'occupation chez COVEA du 2026-11-20 au 2027-10-26, Mission Direction de projet à 80% d'occupation chez Club Med du 2027-10-03 au 2028-01-07, 'Disponible à 80% du 2025-11-24 au 2025-12-28', Mission Direction de projet à 20% d'occupation chez Dalkia du 2025-11-09 au 2026-04-25, Mission Direction de projet à 80% d'occupation chez Enedis du 2024-12-07 au 2025-11-10, Mission Direction de projet à 80% d'occupation chez Engie du 2026-03-02 au 2026-12-26, Mission Direction de projet à 20% d'occupation chez LVMH du 2024-07-27 au 2025-01-10, Mission Direction de projet à 20% d'occupation chez La Poste du 2025-09-23 au 2026-02-14], ['Compétent en C# à un niveau expert', 'Compétent en CISCO WLAN à un niveau expert', 'Compétent en CISCO WLAN à un niveau expert', 'Compétent en Dataiku à un niveau expert', 'Compétent en Détail, consommateurs et serv. à un niveau expert'], [Certifié PM Level 3 (CGI) (CGIPM3) depuis le 2022-01-26 et jusqu'au 2024-03-05, Certifié Microsoft Cert Architect (MCA) depuis le 2021-02-06 et jusqu'au 2023-07-04, Certifié Salesforce Cert Integ Architec (SFCINTAR) depuis le 2020-04-23 et jusqu'au 2022-05-08]"
19,"Nom: Amanda Cuevas, Code: 501901, Coefficient: 150, Profil: Sénior, Localisation: Paris, Equipe: Data Integration, Manager: Daniel Scott, ","[""Mission UX à 20% d'occupation chez Dalkia du 2024-06-20 au 2024-08-13"", ""Mission UX à 20% d'occupation chez Fraikin du 2024-01-14 au 2024-04-29"", ""Mission UX à 80% d'occupation chez Orange du 2024-02-06 au 2024-07-14""]","['Compétent en Informatica à un niveau très bon', 'Compétent en Obj. Analyse/conc. orientées à un niveau faible', 'Compétent en Obj. Analyse/conc. orientées à un niveau faible', 'Compétent en Résolution de problèmes à un niveau très bon', 'Compétent en Visual Studio Code à un niveau expert']","[""Certifié Developpeur Cert Java\xa0 Sun (JCP) depuis le 2021-06-02 et jusqu'au 2022-06-21""]","Nom: Amanda Cuevas, Code: 501901, Coefficient: 150, Profil: Sénior, Localisation: Paris, Equipe: Data Integration, Manager: Daniel Scott, [Mission UX à 20% d'occupation chez Dalkia du 2024-06-20 au 2024-08-13, Mission UX à 20% d'occupation chez Fraikin du 2024-01-14 au 2024-04-29, Mission UX à 80% d'occupation chez Orange du 2024-02-06 au 2024-07-14], ['Compétent en Informatica à un niveau très bon', 'Compétent en Obj. Analyse/conc. orientées à un niveau faible', 'Compétent en Obj. Analyse/conc. orientées à un niveau faible', 'Compétent en Résolution de problèmes à un niveau très bon', 'Compétent en Visual Studio Code à un niveau expert'], [Certifié Developpeur Cert Java\xa0 Sun (JCP) depuis le 2021-06-02 et jusqu'au 2022-06-21]"
20,"Nom: Amanda Mitchell, Code: LPS00332855, Coefficient: 115, Profil: Sénior, Localisation: Paris, Equipe: Data Management, Manager: Robert Mcguire, ","[""Mission UX à 80% d'occupation chez Bouygues du 2024-10-20 au 2025-04-04"", ""Mission UX à 80% d'occupation chez COVEA du 2025-09-05 au 2026-04-26"", 'Disponible à 20% du 2024-12-25 au 2025-11-19', ""Mission UX à 20% d'occupation chez Enedis du 2024-07-14 au 2024-11-09"", ""Mission UX à 80% d'occupation chez Fraikin du 2025-01-28 au 2025-03-05"", ""Mission UX à 80% d'occupation chez LVMH du 2026-11-20 au 2027-01-02"", ""Mission UX à 20% d'occupation chez La Poste du 2025-02-06 au 2025-02-23"", ""Mission UX à 20% d'occupation chez Orange du 2026-02-16 au 2026-12-10""]","[""Mission UX à 20% d'occupation chez Orange du 2026-02-16 au 2026-12-10"", ""Mission UX à 20% d'occupation chez Orange du 2026-02-16 au 2026-12-10"", 'Compétent en Conception de services à un niveau très bon', 'Compétent en Data computing & Mlops à un niveau expert', 'Compétent en Data computing & Mlops à un niveau expert']","[""Certifié Gestionnaire de projets agréé (GPA) depuis le 2024-03-24 et jusqu'au 2026-01-31"", ""Certifié Splunk Core Certified User (SCCUSER) depuis le 2021-05-22 et jusqu'au 2022-07-10""]","Nom: Amanda Mitchell, Code: LPS00332855, Coefficient: 115, Profil: Sénior, Localisation: Paris, Equipe: Data Management, Manager: Robert Mcguire, [Mission UX à 80% d'occupation chez Bouygues du 2024-10-20 au 2025-04-04, Mission UX à 80% d'occupation chez COVEA du 2025-09-05 au 2026-04-26, 'Disponible à 20% du 2024-12-25 au 2025-11-19', Mission UX à 20% d'occupation chez Enedis du 2024-07-14 au 2024-11-09, Mission UX à 80% d'occupation chez Fraikin du 2025-01-28 au 2025-03-05, Mission UX à 80% d'occupation chez LVMH du 2026-11-20 au 2027-01-02, Mission UX à 20% d'occupation chez La Poste du 2025-02-06 au 2025-02-23, Mission UX à 20% d'occupation chez Orange du 2026-02-16 au 2026-12-10], [Mission UX à 20% d'occupation chez Orange du 2026-02-16 au 2026-12-10, Mission UX à 20% d'occupation chez Orange du 2026-02-16 au 2026-12-10, 'Compétent en Conception de services à un niveau très bon', 'Compétent en Data computing & Mlops à un niveau expert', 'Compétent en Data computing & Mlops à un niveau expert'], [Certifié Gestionnaire de projets agréé (GPA) depuis le 2024-03-24 et jusqu'au 2026-01-31, Certifié Splunk Core Certified User (SCCUSER) depuis le 2021-05-22 et jusqu'au 2022-07-10]"
21,"Nom: Amanda Richards, Code: 435834, Coefficient: 170, Profil: Sénior, Localisation: Tours, Equipe: TALEND, Manager: Chad Barrett, ","[""Mission Talend, Talend BD à 20% d'occupation chez BPCE du 2024-12-17 au 2025-06-01"", ""Mission Talend, Talend BD à 80% d'occupation chez Bouygues du 2024-10-09 au 2025-03-06"", ""Mission Talend, Talend BD à 80% d'occupation chez Club Med du 2025-04-04 au 2025-04-23"", ""Mission Talend, Talend BD à 50% d'occupation chez Engie du 2023-10-02 au 2024-02-11"", ""Mission Talend, Talend BD à 50% d'occupation chez LVMH du 2024-01-14 au 2024-01-28"", ""Mission Talend, Talend BD à 20% d'occupation chez Orange du 2024-02-13 au 2024-12-08"", 'En congés à 100% du 2024-01-29 au 2024-02-12']","['Compétent en Adobe Creative Suite à un niveau expert', 'Compétent en Adobe Creative Suite à un niveau expert', 'Compétent en Keycloak à un niveau faible', 'Compétent en Multicanaux à un niveau expert', 'Compétent en SAP Business Objects à un niveau expert']","[""Certifié Quality Manager Certified (QM) depuis le 2021-11-11 et jusqu'au 2023-11-04"", ""Certifié Salesforce Cert Exp Cloud Cons (SFCEXPCC) depuis le 2023-03-18 et jusqu'au 2025-09-22""]","Nom: Amanda Richards, Code: 435834, Coefficient: 170, Profil: Sénior, Localisation: Tours, Equipe: TALEND, Manager: Chad Barrett, [Mission Talend, Talend BD à 20% d'occupation chez BPCE du 2024-12-17 au 2025-06-01, Mission Talend, Talend BD à 80% d'occupation chez Bouygues du 2024-10-09 au 2025-03-06, Mission Talend, Talend BD à 80% d'occupation chez Club Med du 2025-04-04 au 2025-04-23, Mission Talend, Talend BD à 50% d'occupation chez Engie du 2023-10-02 au 2024-02-11, Mission Talend, Talend BD à 50% d'occupation chez LVMH du 2024-01-14 au 2024-01-28, Mission Talend, Talend BD à 20% d'occupation chez Orange du 2024-02-13 au 2024-12-08, 'En congés à 100% du 2024-01-29 au 2024-02-12'], ['Compétent en Adobe Creative Suite à un niveau expert', 'Compétent en Adobe Creative Suite à un niveau expert', 'Compétent en Keycloak à un niveau faible', 'Compétent en Multicanaux à un niveau expert', 'Compétent en SAP Business Objects à un niveau expert'], [Certifié Quality Manager Certified (QM) depuis le 2021-11-11 et jusqu'au 2023-11-04, Certifié Salesforce Cert Exp Cloud Cons (SFCEXPCC) depuis le 2023-03-18 et jusqu'au 2025-09-22]"
