Localisation,COEFF F212,PROFIL,Nom,Missions en cours,Competences,Date Demarrage,Date de fin,Taux occupation,Stream BT,combined,n_tokens
Paris,150,Confirmé,Katherine Obrien,"Collier, Cook and Carlson",Network Administration,2024-01-25,2026-02-27,55%,SSIS,"Localisation: Paris, Nom: Katherine Obrien, Compétences: Network Administration, Mission en cours: Collier, Cook and Carlson, Date de début de mission: 2024-01-25, Date de fin de mission: 2026-02-27, Taux d'occupation: 55%",66
Tours,100,Junior,Rhonda Lucas,"Wilson, Cole and Jordan",Python Development,2023-02-08,2024-06-19,81%,DSIA,"Localisation: Tours, Nom: Rhonda Lucas, Compétences: Python Development, Mission en cours: Wilson, Cole and Jordan, Date de début de mission: 2023-02-08, Date de fin de mission: 2024-06-19, Taux d'occupation: 81%",65
Mtp,170,Junior,Sonya Roberts,Thomas Group,Web Development,2023-07-19,2024-08-22,90%,DSIA,"Localisation: Mtp, Nom: Sonya Roberts, Compétences: Web Development, Mission en cours: Thomas Group, Date de début de mission: 2023-07-19, Date de fin de mission: 2024-08-22, Taux d'occupation: 90%",63
Mtp,105,Confirmé,Jonathan Wright,Rodriguez Inc,Cloud Computing,2023-12-08,2024-07-16,77%,ODI,"Localisation: Mtp, Nom: Jonathan Wright, Compétences: Cloud Computing, Mission en cours: Rodriguez Inc, Date de début de mission: 2023-12-08, Date de fin de mission: 2024-07-16, Taux d'occupation: 77%",62
Tours,105,Junior,Megan Smith,"Dodson, Smith and Tanner",Java Development,2022-12-15,2024-10-14,95%,ODI,"Localisation: Tours, Nom: Megan Smith, Compétences: Java Development, Mission en cours: Dodson, Smith and Tanner, Date de début de mission: 2022-12-15, Date de fin de mission: 2024-10-14, Taux d'occupation: 95%",65
Tours,170,Junior,Victoria Mcmillan,Bruce PLC,Data Analysis,2023-11-16,2025-04-19,50%,TALEND,"Localisation: Tours, Nom: Victoria Mcmillan, Compétences: Data Analysis, Mission en cours: Bruce PLC, Date de début de mission: 2023-11-16, Date de fin de mission: 2025-04-19, Taux d'occupation: 50%",63
Tours,100,Junior,Jonathan Chapman,Wilson-Hammond,Data Analysis,2024-04-08,2024-08-24,73%,ODI,"Localisation: Tours, Nom: Jonathan Chapman, Compétences: Data Analysis, Mission en cours: Wilson-Hammond, Date de début de mission: 2024-04-08, Date de fin de mission: 2024-08-24, Taux d'occupation: 73%",63
Mtp,105,Junior,Deanna Garner MD,White PLC,DevOps,2023-03-12,2024-07-18,62%,DSIA,"Localisation: Mtp, Nom: Deanna Garner MD, Compétences: DevOps, Mission en cours: White PLC, Date de début de mission: 2023-03-12, Date de fin de mission: 2024-07-18, Taux d'occupation: 62%",64
Tours,170,Expert,Lisa Williams,"Maddox, Steele and Larsen",Mobile Development,2022-09-29,2025-10-08,43%,TALEND,"Localisation: Tours, Nom: Lisa Williams, Compétences: Mobile Development, Mission en cours: Maddox, Steele and Larsen, Date de début de mission: 2022-09-29, Date de fin de mission: 2025-10-08, Taux d'occupation: 43%",66
Mtp,105,Junior,Matthew Ruiz,"Velazquez, Gonzales and Gonzales",Software Testing,2024-03-29,2025-01-23,56%,MSBI,"Localisation: Mtp, Nom: Matthew Ruiz, Compétences: Software Testing, Mission en cours: Velazquez, Gonzales and Gonzales, Date de début de mission: 2024-03-29, Date de fin de mission: 2025-01-23, Taux d'occupation: 56%",69
Mtp,150,Expert,James Tanner,Rose Inc,Network Administration,2024-04-21,2025-12-08,84%,MSBI,"Localisation: Mtp, Nom: James Tanner, Compétences: Network Administration, Mission en cours: Rose Inc, Date de début de mission: 2024-04-21, Date de fin de mission: 2025-12-08, Taux d'occupation: 84%",62
Paris,170,Confirmé,Elizabeth Graham,Gould Ltd,Python Development,2022-07-13,2025-11-04,92%,DSIA,"Localisation: Paris, Nom: Elizabeth Graham, Compétences: Python Development, Mission en cours: Gould Ltd, Date de début de mission: 2022-07-13, Date de fin de mission: 2025-11-04, Taux d'occupation: 92%",61
Tours,100,Junior,Rebecca Williams,Miller-Cox,Cybersecurity,2023-04-15,2026-03-07,87%,MSBI,"Localisation: Tours, Nom: Rebecca Williams, Compétences: Cybersecurity, Mission en cours: Miller-Cox, Date de début de mission: 2023-04-15, Date de fin de mission: 2026-03-07, Taux d'occupation: 87%",62
Mtp,115,Junior,Charles Rodriguez,"Vargas, Williams and Stewart",Data Analysis,2023-10-09,2026-04-21,87%,MSBI,"Localisation: Mtp, Nom: Charles Rodriguez, Compétences: Data Analysis, Mission en cours: Vargas, Williams and Stewart, Date de début de mission: 2023-10-09, Date de fin de mission: 2026-04-21, Taux d'occupation: 87%",66
Tours,115,Expert,Cheryl Scott,"Andrews, Fernandez and Delgado",Java Development,2022-12-26,2026-03-22,24%,SSIS,"Localisation: Tours, Nom: Cheryl Scott, Compétences: Java Development, Mission en cours: Andrews, Fernandez and Delgado, Date de début de mission: 2022-12-26, Date de fin de mission: 2026-03-22, Taux d'occupation: 24%",65
Mtp,100,Confirmé,William Robinson,Cuevas-Deleon,Database Management,2023-11-08,2024-07-21,25%,DSIA,"Localisation: Mtp, Nom: William Robinson, Compétences: Database Management, Mission en cours: Cuevas-Deleon, Date de début de mission: 2023-11-08, Date de fin de mission: 2024-07-21, Taux d'occupation: 25%",65
Paris,170,Junior,Tiffany Moore,"Marquez, Schmitt and Wise",Network Administration,2022-10-15,2025-10-08,92%,TALEND,"Localisation: Paris, Nom: Tiffany Moore, Compétences: Network Administration, Mission en cours: Marquez, Schmitt and Wise, Date de début de mission: 2022-10-15, Date de fin de mission: 2025-10-08, Taux d'occupation: 92%",66
Mtp,150,Expert,Mary Whitaker,Randall-Haley,DevOps,2023-12-28,2024-08-14,84%,SSIS,"Localisation: Mtp, Nom: Mary Whitaker, Compétences: DevOps, Mission en cours: Randall-Haley, Date de début de mission: 2023-12-28, Date de fin de mission: 2024-08-14, Taux d'occupation: 84%",64
Tours,105,Expert,Kimberly Jones,"Middleton, Johnson and Cook",Machine Learning,2024-05-29,2024-06-15,39%,ODI,"Localisation: Tours, Nom: Kimberly Jones, Compétences: Machine Learning, Mission en cours: Middleton, Johnson and Cook, Date de début de mission: 2024-05-29, Date de fin de mission: 2024-06-15, Taux d'occupation: 39%",64
Tours,170,Junior,George Campbell,"Finley, Bright and Robinson",Mobile Development,2023-09-12,2026-04-30,100%,DSIA,"Localisation: Tours, Nom: George Campbell, Compétences: Mobile Development, Mission en cours: Finley, Bright and Robinson, Date de début de mission: 2023-09-12, Date de fin de mission: 2026-04-30, Taux d'occupation: 100%",65
Mtp,115,Junior,Jasmine Pearson,"Patel, Scott and Chambers",Software Testing,2022-11-10,2024-10-24,85%,MSBI,"Localisation: Mtp, Nom: Jasmine Pearson, Compétences: Software Testing, Mission en cours: Patel, Scott and Chambers, Date de début de mission: 2022-11-10, Date de fin de mission: 2024-10-24, Taux d'occupation: 85%",65
Tours,170,Expert,Brian George,Gonzales-Barr,Database Management,2023-10-08,2025-03-09,60%,TALEND,"Localisation: Tours, Nom: Brian George, Compétences: Database Management, Mission en cours: Gonzales-Barr, Date de début de mission: 2023-10-08, Date de fin de mission: 2025-03-09, Taux d'occupation: 60%",63
Tours,115,Expert,Elizabeth Sellers,"Scott, Wheeler and Page",Data Analysis,2022-11-22,2025-01-23,52%,ODI,"Localisation: Tours, Nom: Elizabeth Sellers, Compétences: Data Analysis, Mission en cours: Scott, Wheeler and Page, Date de début de mission: 2022-11-22, Date de fin de mission: 2025-01-23, Taux d'occupation: 52%",64
Mtp,100,Junior,Jacob Lopez,Alexander Group,Java Development,2023-08-27,2024-08-03,18%,TALEND,"Localisation: Mtp, Nom: Jacob Lopez, Compétences: Java Development, Mission en cours: Alexander Group, Date de début de mission: 2023-08-27, Date de fin de mission: 2024-08-03, Taux d'occupation: 18%",62
Tours,100,Junior,Ethan Davis,"Hernandez, Smith and Sullivan",Machine Learning,2023-06-02,2024-11-08,37%,ODI,"Localisation: Tours, Nom: Ethan Davis, Compétences: Machine Learning, Mission en cours: Hernandez, Smith and Sullivan, Date de début de mission: 2023-06-02, Date de fin de mission: 2024-11-08, Taux d'occupation: 37%",64
Paris,100,Expert,George Herrera,Camacho and Sons,Mobile Development,2023-09-02,2024-11-11,88%,ODI,"Localisation: Paris, Nom: George Herrera, Compétences: Mobile Development, Mission en cours: Camacho and Sons, Date de début de mission: 2023-09-02, Date de fin de mission: 2024-11-11, Taux d'occupation: 88%",63
Mtp,150,Expert,Wendy Rios,Dawson-Little,Business Analysis,2024-01-16,2024-12-19,23%,SSIS,"Localisation: Mtp, Nom: Wendy Rios, Compétences: Business Analysis, Mission en cours: Dawson-Little, Date de début de mission: 2024-01-16, Date de fin de mission: 2024-12-19, Taux d'occupation: 23%",64
Paris,170,Expert,Erin Daniels,"Mclean, Barr and Garcia",Machine Learning,2023-06-29,2025-09-25,71%,MSBI,"Localisation: Paris, Nom: Erin Daniels, Compétences: Machine Learning, Mission en cours: Mclean, Barr and Garcia, Date de début de mission: 2023-06-29, Date de fin de mission: 2025-09-25, Taux d'occupation: 71%",65
Mtp,170,Expert,William Perkins,"Villa, Smith and Massey",IT Support,2023-08-19,2026-02-10,74%,TALEND,"Localisation: Mtp, Nom: William Perkins, Compétences: IT Support, Mission en cours: Villa, Smith and Massey, Date de début de mission: 2023-08-19, Date de fin de mission: 2026-02-10, Taux d'occupation: 74%",66
Mtp,115,Expert,Sandra Mcclain,Jordan-Ramos,Software Testing,2022-10-10,2026-01-14,81%,MSBI,"Localisation: Mtp, Nom: Sandra Mcclain, Compétences: Software Testing, Mission en cours: Jordan-Ramos, Date de début de mission: 2022-10-10, Date de fin de mission: 2026-01-14, Taux d'occupation: 81%",65
Mtp,150,Junior,Monica Smith,Alvarez-Wallace,Network Administration,2023-11-18,2025-10-27,12%,DSIA,"Localisation: Mtp, Nom: Monica Smith, Compétences: Network Administration, Mission en cours: Alvarez-Wallace, Date de début de mission: 2023-11-18, Date de fin de mission: 2025-10-27, Taux d'occupation: 12%",64
Mtp,150,Expert,Michael Davis,"Sanders, Porter and Weiss",Software Testing,2023-01-04,2025-01-04,48%,SSIS,"Localisation: Mtp, Nom: Michael Davis, Compétences: Software Testing, Mission en cours: Sanders, Porter and Weiss, Date de début de mission: 2023-01-04, Date de fin de mission: 2025-01-04, Taux d'occupation: 48%",65
Paris,150,Expert,Sara Parker,"Grimes, Barrett and Hall",Cybersecurity,2023-08-27,2025-01-08,78%,MSBI,"Localisation: Paris, Nom: Sara Parker, Compétences: Cybersecurity, Mission en cours: Grimes, Barrett and Hall, Date de début de mission: 2023-08-27, Date de fin de mission: 2025-01-08, Taux d'occupation: 78%",65
Tours,150,Expert,Mary Lee,"Clark, Duke and Thompson",Cybersecurity,2022-08-23,2025-01-30,46%,ODI,"Localisation: Tours, Nom: Mary Lee, Compétences: Cybersecurity, Mission en cours: Clark, Duke and Thompson, Date de début de mission: 2022-08-23, Date de fin de mission: 2025-01-30, Taux d'occupation: 46%",64
Tours,150,Expert,Jeanette Clements,Harmon Ltd,IT Support,2022-07-22,2025-09-21,70%,TALEND,"Localisation: Tours, Nom: Jeanette Clements, Compétences: IT Support, Mission en cours: Harmon Ltd, Date de début de mission: 2022-07-22, Date de fin de mission: 2025-09-21, Taux d'occupation: 70%",63
Paris,100,Confirmé,Thomas Hamilton,White-Barton,Machine Learning,2022-10-19,2025-03-03,10%,TALEND,"Localisation: Paris, Nom: Thomas Hamilton, Compétences: Machine Learning, Mission en cours: White-Barton, Date de début de mission: 2022-10-19, Date de fin de mission: 2025-03-03, Taux d'occupation: 10%",62
Tours,100,Confirmé,Donald King,"Ingram, Garza and Hayes",Web Development,2024-02-13,2024-12-14,32%,DSIA,"Localisation: Tours, Nom: Donald King, Compétences: Web Development, Mission en cours: Ingram, Garza and Hayes, Date de début de mission: 2024-02-13, Date de fin de mission: 2024-12-14, Taux d'occupation: 32%",65
Mtp,170,Confirmé,Chad Neal,"Barnett, Jones and White",Data Analysis,2024-05-29,2026-02-27,66%,TALEND,"Localisation: Mtp, Nom: Chad Neal, Compétences: Data Analysis, Mission en cours: Barnett, Jones and White, Date de début de mission: 2024-05-29, Date de fin de mission: 2026-02-27, Taux d'occupation: 66%",65
Paris,150,Junior,Susan Casey,Foster LLC,Web Development,2023-02-28,2025-08-25,59%,ODI,"Localisation: Paris, Nom: Susan Casey, Compétences: Web Development, Mission en cours: Foster LLC, Date de début de mission: 2023-02-28, Date de fin de mission: 2025-08-25, Taux d'occupation: 59%",61
Paris,100,Junior,Victoria Cooper,Coleman LLC,Cloud Computing,2024-02-21,2024-07-17,95%,SSIS,"Localisation: Paris, Nom: Victoria Cooper, Compétences: Cloud Computing, Mission en cours: Coleman LLC, Date de début de mission: 2024-02-21, Date de fin de mission: 2024-07-17, Taux d'occupation: 95%",61
Mtp,105,Junior,Todd Washington,Gardner-Ramirez,Software Testing,2023-12-08,2025-10-03,50%,TALEND,"Localisation: Mtp, Nom: Todd Washington, Compétences: Software Testing, Mission en cours: Gardner-Ramirez, Date de début de mission: 2023-12-08, Date de fin de mission: 2025-10-03, Taux d'occupation: 50%",64
Tours,150,Expert,Jacqueline Snyder,"Kennedy, Martin and Gonzalez",Mobile Development,2022-06-16,2025-11-08,11%,ODI,"Localisation: Tours, Nom: Jacqueline Snyder, Compétences: Mobile Development, Mission en cours: Kennedy, Martin and Gonzalez, Date de début de mission: 2022-06-16, Date de fin de mission: 2025-11-08, Taux d'occupation: 11%",64
Paris,170,Expert,Anne Gallagher,"Downs, Cabrera and Nicholson",Data Analysis,2022-06-27,2025-09-22,38%,MSBI,"Localisation: Paris, Nom: Anne Gallagher, Compétences: Data Analysis, Mission en cours: Downs, Cabrera and Nicholson, Date de début de mission: 2022-06-27, Date de fin de mission: 2025-09-22, Taux d'occupation: 38%",65
Tours,170,Junior,Dakota Jacobs,Figueroa Inc,Database Management,2022-07-21,2024-11-30,37%,TALEND,"Localisation: Tours, Nom: Dakota Jacobs, Compétences: Database Management, Mission en cours: Figueroa Inc, Date de début de mission: 2022-07-21, Date de fin de mission: 2024-11-30, Taux d'occupation: 37%",64
Mtp,150,Expert,Rhonda Roberts,"Miller, Griffith and Harris",Data Analysis,2022-12-18,2025-03-18,13%,TALEND,"Localisation: Mtp, Nom: Rhonda Roberts, Compétences: Data Analysis, Mission en cours: Miller, Griffith and Harris, Date de début de mission: 2022-12-18, Date de fin de mission: 2025-03-18, Taux d'occupation: 13%",66
Tours,170,Confirmé,Anthony Alexander,Thompson-Freeman,Cybersecurity,2023-06-22,2025-08-15,62%,ODI,"Localisation: Tours, Nom: Anthony Alexander, Compétences: Cybersecurity, Mission en cours: Thompson-Freeman, Date de début de mission: 2023-06-22, Date de fin de mission: 2025-08-15, Taux d'occupation: 62%",63
Paris,115,Expert,Jessica Baker,Nichols LLC,Data Analysis,2024-06-01,2026-06-05,47%,SSIS,"Localisation: Paris, Nom: Jessica Baker, Compétences: Data Analysis, Mission en cours: Nichols LLC, Date de début de mission: 2024-06-01, Date de fin de mission: 2026-06-05, Taux d'occupation: 47%",61
Mtp,100,Confirmé,Nicholas Guerrero,Harris-Myers,IT Support,2023-12-07,2026-01-19,43%,ODI,"Localisation: Mtp, Nom: Nicholas Guerrero, Compétences: IT Support, Mission en cours: Harris-Myers, Date de début de mission: 2023-12-07, Date de fin de mission: 2026-01-19, Taux d'occupation: 43%",64
Mtp,170,Confirmé,Adam Nolan,Castaneda Inc,DevOps,2023-11-25,2024-06-29,77%,TALEND,"Localisation: Mtp, Nom: Adam Nolan, Compétences: DevOps, Mission en cours: Castaneda Inc, Date de début de mission: 2023-11-25, Date de fin de mission: 2024-06-29, Taux d'occupation: 77%",64
Paris,105,Expert,Alexandra Cross,Howe-Clark,Mobile Development,2023-11-17,2024-10-02,38%,ODI,"Localisation: Paris, Nom: Alexandra Cross, Compétences: Mobile Development, Mission en cours: Howe-Clark, Date de début de mission: 2023-11-17, Date de fin de mission: 2024-10-02, Taux d'occupation: 38%",62
Mtp,115,Expert,Johnny Patel,Brown PLC,DevOps,2023-04-08,2025-11-10,92%,SSIS,"Localisation: Mtp, Nom: Johnny Patel, Compétences: DevOps, Mission en cours: Brown PLC, Date de début de mission: 2023-04-08, Date de fin de mission: 2025-11-10, Taux d'occupation: 92%",62
Paris,150,Confirmé,Heather Blackwell,Stafford-Johnson,Cloud Computing,2023-06-24,2024-09-11,22%,ODI,"Localisation: Paris, Nom: Heather Blackwell, Compétences: Cloud Computing, Mission en cours: Stafford-Johnson, Date de début de mission: 2023-06-24, Date de fin de mission: 2024-09-11, Taux d'occupation: 22%",64
Tours,115,Expert,Heather Moss,Gibbs Inc,Python Development,2024-02-17,2025-12-27,54%,SSIS,"Localisation: Tours, Nom: Heather Moss, Compétences: Python Development, Mission en cours: Gibbs Inc, Date de début de mission: 2024-02-17, Date de fin de mission: 2025-12-27, Taux d'occupation: 54%",61
Tours,100,Expert,Lauren Barnes,Cook-Stokes,DevOps,2024-02-09,2024-08-03,17%,SSIS,"Localisation: Tours, Nom: Lauren Barnes, Compétences: DevOps, Mission en cours: Cook-Stokes, Date de début de mission: 2024-02-09, Date de fin de mission: 2024-08-03, Taux d'occupation: 17%",62
Mtp,100,Confirmé,Eric Pena,Washington-Bishop,Mobile Development,2022-07-05,2025-07-13,27%,ODI,"Localisation: Mtp, Nom: Eric Pena, Compétences: Mobile Development, Mission en cours: Washington-Bishop, Date de début de mission: 2022-07-05, Date de fin de mission: 2025-07-13, Taux d'occupation: 27%",64
Paris,100,Junior,Rachel Price,Robinson-Moore,Business Analysis,2022-10-16,2025-11-28,59%,MSBI,"Localisation: Paris, Nom: Rachel Price, Compétences: Business Analysis, Mission en cours: Robinson-Moore, Date de début de mission: 2022-10-16, Date de fin de mission: 2025-11-28, Taux d'occupation: 59%",63
Paris,115,Expert,Matthew Hill DDS,Peters-Johnson,Software Testing,2022-09-22,2026-03-12,59%,ODI,"Localisation: Paris, Nom: Matthew Hill DDS, Compétences: Software Testing, Mission en cours: Peters-Johnson, Date de début de mission: 2022-09-22, Date de fin de mission: 2026-03-12, Taux d'occupation: 59%",64
Paris,150,Junior,Caleb Murphy,"Brown, Bennett and Johnston",Network Administration,2023-12-04,2026-01-05,51%,MSBI,"Localisation: Paris, Nom: Caleb Murphy, Compétences: Network Administration, Mission en cours: Brown, Bennett and Johnston, Date de début de mission: 2023-12-04, Date de fin de mission: 2026-01-05, Taux d'occupation: 51%",64
Tours,100,Expert,Jeffrey Turner,"Weber, Sherman and Campbell",Business Analysis,2022-08-09,2025-06-26,45%,SSIS,"Localisation: Tours, Nom: Jeffrey Turner, Compétences: Business Analysis, Mission en cours: Weber, Sherman and Campbell, Date de début de mission: 2022-08-09, Date de fin de mission: 2025-06-26, Taux d'occupation: 45%",64
Mtp,115,Expert,Regina Gray,Cox-Briggs,Business Analysis,2022-09-03,2025-10-08,28%,TALEND,"Localisation: Mtp, Nom: Regina Gray, Compétences: Business Analysis, Mission en cours: Cox-Briggs, Date de début de mission: 2022-09-03, Date de fin de mission: 2025-10-08, Taux d'occupation: 28%",64
Paris,115,Junior,Margaret Flores,"Potts, Fields and Allen",Software Testing,2022-12-06,2026-03-12,48%,MSBI,"Localisation: Paris, Nom: Margaret Flores, Compétences: Software Testing, Mission en cours: Potts, Fields and Allen, Date de début de mission: 2022-12-06, Date de fin de mission: 2026-03-12, Taux d'occupation: 48%",65
Tours,115,Confirmé,Debra Weiss,Ramirez Inc,IT Support,2023-12-05,2024-11-01,76%,TALEND,"Localisation: Tours, Nom: Debra Weiss, Compétences: IT Support, Mission en cours: Ramirez Inc, Date de début de mission: 2023-12-05, Date de fin de mission: 2024-11-01, Taux d'occupation: 76%",62
Paris,170,Junior,Mrs. Paige Gordon,"Parker, Cameron and Nelson",Java Development,2023-03-18,2025-02-24,76%,ODI,"Localisation: Paris, Nom: Mrs. Paige Gordon, Compétences: Java Development, Mission en cours: Parker, Cameron and Nelson, Date de début de mission: 2023-03-18, Date de fin de mission: 2025-02-24, Taux d'occupation: 76%",66
Mtp,100,Junior,Brandon Davidson,Massey-Tate,Java Development,2023-05-29,2025-08-27,36%,ODI,"Localisation: Mtp, Nom: Brandon Davidson, Compétences: Java Development, Mission en cours: Massey-Tate, Date de début de mission: 2023-05-29, Date de fin de mission: 2025-08-27, Taux d'occupation: 36%",64
Mtp,100,Confirmé,Kathryn Thompson,"Sanchez, Wong and Harding",Data Analysis,2023-05-06,2025-12-28,89%,MSBI,"Localisation: Mtp, Nom: Kathryn Thompson, Compétences: Data Analysis, Mission en cours: Sanchez, Wong and Harding, Date de début de mission: 2023-05-06, Date de fin de mission: 2025-12-28, Taux d'occupation: 89%",65
Mtp,115,Confirmé,Abigail Hill,Simpson and Sons,Mobile Development,2024-03-19,2024-11-22,41%,TALEND,"Localisation: Mtp, Nom: Abigail Hill, Compétences: Mobile Development, Mission en cours: Simpson and Sons, Date de début de mission: 2024-03-19, Date de fin de mission: 2024-11-22, Taux d'occupation: 41%",64
Paris,150,Junior,Lawrence Marquez,"Odom, Dean and Winters",Java Development,2022-12-26,2024-09-06,87%,ODI,"Localisation: Paris, Nom: Lawrence Marquez, Compétences: Java Development, Mission en cours: Odom, Dean and Winters, Date de début de mission: 2022-12-26, Date de fin de mission: 2024-09-06, Taux d'occupation: 87%",67
Paris,150,Confirmé,Eric Hunter,Lawson-Robbins,Project Management,2023-03-25,2024-12-14,12%,MSBI,"Localisation: Paris, Nom: Eric Hunter, Compétences: Project Management, Mission en cours: Lawson-Robbins, Date de début de mission: 2023-03-25, Date de fin de mission: 2024-12-14, Taux d'occupation: 12%",63
Paris,100,Confirmé,Judy Reed,"Stevens, Hawkins and Stevens",Project Management,2022-08-18,2026-04-11,35%,DSIA,"Localisation: Paris, Nom: Judy Reed, Compétences: Project Management, Mission en cours: Stevens, Hawkins and Stevens, Date de début de mission: 2022-08-18, Date de fin de mission: 2026-04-11, Taux d'occupation: 35%",64
Mtp,100,Expert,Maria Mejia,Jackson-Perez,Network Administration,2023-11-14,2024-09-06,30%,ODI,"Localisation: Mtp, Nom: Maria Mejia, Compétences: Network Administration, Mission en cours: Jackson-Perez, Date de début de mission: 2023-11-14, Date de fin de mission: 2024-09-06, Taux d'occupation: 30%",64
Mtp,150,Junior,Kimberly Gonzalez,Baker Group,Mobile Development,2023-03-01,2024-09-24,16%,ODI,"Localisation: Mtp, Nom: Kimberly Gonzalez, Compétences: Mobile Development, Mission en cours: Baker Group, Date de début de mission: 2023-03-01, Date de fin de mission: 2024-09-24, Taux d'occupation: 16%",62
Mtp,100,Confirmé,Mary Jones,Briggs-Hicks,Data Analysis,2023-06-05,2026-03-07,89%,DSIA,"Localisation: Mtp, Nom: Mary Jones, Compétences: Data Analysis, Mission en cours: Briggs-Hicks, Date de début de mission: 2023-06-05, Date de fin de mission: 2026-03-07, Taux d'occupation: 89%",63
Paris,150,Expert,Bryan Williams,Barnes-Boyer,Python Development,2023-10-31,2024-10-08,80%,SSIS,"Localisation: Paris, Nom: Bryan Williams, Compétences: Python Development, Mission en cours: Barnes-Boyer, Date de début de mission: 2023-10-31, Date de fin de mission: 2024-10-08, Taux d'occupation: 80%",63
Paris,170,Expert,Elizabeth Lawrence,Farley-Liu,Machine Learning,2022-10-06,2025-06-15,23%,TALEND,"Localisation: Paris, Nom: Elizabeth Lawrence, Compétences: Machine Learning, Mission en cours: Farley-Liu, Date de début de mission: 2022-10-06, Date de fin de mission: 2025-06-15, Taux d'occupation: 23%",63
Paris,115,Expert,Robert Watts,Wood Ltd,Cloud Computing,2022-08-01,2024-08-13,51%,ODI,"Localisation: Paris, Nom: Robert Watts, Compétences: Cloud Computing, Mission en cours: Wood Ltd, Date de début de mission: 2022-08-01, Date de fin de mission: 2024-08-13, Taux d'occupation: 51%",61
Paris,105,Junior,Lisa Clayton,"Moody, Watts and Wheeler",Database Management,2024-06-08,2024-08-31,28%,ODI,"Localisation: Paris, Nom: Lisa Clayton, Compétences: Database Management, Mission en cours: Moody, Watts and Wheeler, Date de début de mission: 2024-06-08, Date de fin de mission: 2024-08-31, Taux d'occupation: 28%",64
Tours,170,Confirmé,Mr. Aaron Bell,"Smith, Smith and Parker",Java Development,2024-02-13,2024-07-21,87%,DSIA,"Localisation: Tours, Nom: Mr. Aaron Bell, Compétences: Java Development, Mission en cours: Smith, Smith and Parker, Date de début de mission: 2024-02-13, Date de fin de mission: 2024-07-21, Taux d'occupation: 87%",66
Mtp,115,Expert,Kenneth Franklin,"Lopez, Bradley and Diaz",Cybersecurity,2023-04-15,2025-12-31,99%,SSIS,"Localisation: Mtp, Nom: Kenneth Franklin, Compétences: Cybersecurity, Mission en cours: Lopez, Bradley and Diaz, Date de début de mission: 2023-04-15, Date de fin de mission: 2025-12-31, Taux d'occupation: 99%",65
Paris,150,Expert,Miss Angela Yang,"Rodriguez, Morales and Hawkins",Project Management,2022-10-27,2025-09-10,13%,DSIA,"Localisation: Paris, Nom: Miss Angela Yang, Compétences: Project Management, Mission en cours: Rodriguez, Morales and Hawkins, Date de début de mission: 2022-10-27, Date de fin de mission: 2025-09-10, Taux d'occupation: 13%",65
Paris,115,Expert,Virginia Hernandez,"Johnson, Crane and Hess",Web Development,2023-10-14,2025-09-20,52%,DSIA,"Localisation: Paris, Nom: Virginia Hernandez, Compétences: Web Development, Mission en cours: Johnson, Crane and Hess, Date de début de mission: 2023-10-14, Date de fin de mission: 2025-09-20, Taux d'occupation: 52%",64
Mtp,105,Confirmé,Nancy Davila,Bowen and Sons,Python Development,2022-11-28,2026-05-22,30%,DSIA,"Localisation: Mtp, Nom: Nancy Davila, Compétences: Python Development, Mission en cours: Bowen and Sons, Date de début de mission: 2022-11-28, Date de fin de mission: 2026-05-22, Taux d'occupation: 30%",64
Mtp,105,Junior,Alejandro Pope,"Hendricks, Price and Singleton",IT Support,2022-12-26,2024-10-06,22%,MSBI,"Localisation: Mtp, Nom: Alejandro Pope, Compétences: IT Support, Mission en cours: Hendricks, Price and Singleton, Date de début de mission: 2022-12-26, Date de fin de mission: 2024-10-06, Taux d'occupation: 22%",66
Paris,170,Expert,Gregory Gonzales,Hernandez-Guerrero,Network Administration,2023-04-19,2025-01-27,78%,TALEND,"Localisation: Paris, Nom: Gregory Gonzales, Compétences: Network Administration, Mission en cours: Hernandez-Guerrero, Date de début de mission: 2023-04-19, Date de fin de mission: 2025-01-27, Taux d'occupation: 78%",65
Paris,105,Confirmé,Christian Scott,Gray Group,Cloud Computing,2023-07-15,2025-06-04,47%,MSBI,"Localisation: Paris, Nom: Christian Scott, Compétences: Cloud Computing, Mission en cours: Gray Group, Date de début de mission: 2023-07-15, Date de fin de mission: 2025-06-04, Taux d'occupation: 47%",61
Paris,105,Expert,Andrew Hooper,Brewer Inc,Data Analysis,2023-08-01,2025-06-14,74%,SSIS,"Localisation: Paris, Nom: Andrew Hooper, Compétences: Data Analysis, Mission en cours: Brewer Inc, Date de début de mission: 2023-08-01, Date de fin de mission: 2025-06-14, Taux d'occupation: 74%",62
Paris,115,Junior,Ms. Jill Mcguire MD,"Hall, Howard and Gill",Web Development,2022-12-20,2025-09-05,51%,DSIA,"Localisation: Paris, Nom: Ms. Jill Mcguire MD, Compétences: Web Development, Mission en cours: Hall, Howard and Gill, Date de début de mission: 2022-12-20, Date de fin de mission: 2025-09-05, Taux d'occupation: 51%",69
Mtp,115,Expert,Brenda Bright,Burch-Cole,Machine Learning,2023-07-05,2025-12-22,40%,ODI,"Localisation: Mtp, Nom: Brenda Bright, Compétences: Machine Learning, Mission en cours: Burch-Cole, Date de début de mission: 2023-07-05, Date de fin de mission: 2025-12-22, Taux d'occupation: 40%",64
