Localisation,COEFF_F212,PROFIL,Nom,Missions_en_cours,Competences,Date_Demarrage,Date_de_fin,Tx_occup,Stream_BT
Tours,100,Junior,Justin Snyder,BPCE,Azure,2025-08-03,2025-11-06,0.5,Data Management
Mtp,170,Junior,David Lee,Bouygues,Direction de projet,2023-10-03,2024-01-03,0.8,MSBI
Mtp,170,Junior,David Lee,Dalkia,Direction de projet,2023-11-24,2023-12-12,0.2,MSBI
Mtp,170,Junior,David Lee,Engie,Direction de projet,2023-11-10,2024-01-17,0.8,MSBI
Mtp,170,Junior,David Lee,Enedis,Direction de projet,2023-11-22,2023-11-23,0.2,MSBI
Mtp,105,Confirmé,Erin Kim,Club Med,Cybersecurity,2024-06-19,2025-02-12,0.8,DataViz
Mtp,105,Confirmé,Erin Kim,BPCE,Cybersecurity,2024-11-29,2025-08-16,0.2,DataViz
Mtp,105,Confirmé,Erin Kim,Société Générale,Cybersecurity,2025-07-10,2025-11-18,0.8,DataViz
Mtp,105,Confirmé,Erin Kim,Engie,Cybersecurity,2025-11-01,2026-03-20,0.2,DataViz
Mtp,105,Confirmé,Erin Kim,COVEA,Cybersecurity,2026-01-20,2026-07-29,0.8,DataViz
Paris,105,Junior,Patrick Beltran,BPCE,UX,2024-03-16,2025-03-13,0.8,ODI
Paris,105,Junior,Patrick Beltran,Fraikin,UX,2025-02-05,2025-12-11,0.2,ODI
Paris,105,Junior,Patrick Beltran,Société Générale,UX,2025-11-12,2026-02-24,0.8,ODI
Paris,105,Junior,Patrick Beltran,COVEA,UX,2025-12-16,2026-07-26,0.2,ODI
Paris,105,Junior,Patrick Beltran,congés,UX,2026-07-27,2026-08-10,1.0,ODI
Paris,105,Junior,Patrick Beltran,Club Med,UX,2026-08-11,2026-08-22,0.5,ODI
Tours,150,Junior,Jennifer Yang,Dalkia,SAS,2023-12-08,2024-07-12,0.2,Cloud Azure
Tours,150,Junior,Jennifer Yang,Engie,SAS,2024-05-12,2024-07-15,0.8,Cloud Azure
Tours,150,Junior,Jennifer Yang,Société Générale,SAS,2024-06-08,2025-03-26,0.2,Cloud Azure
Mtp,105,Junior,Shirley Willis,Société Générale,Pilotage BT,2023-10-07,2024-01-25,0.2,Data Management
Mtp,105,Junior,Shirley Willis,COVEA,Pilotage BT,2023-12-23,2024-09-01,0.8,Data Management
Mtp,105,Junior,Shirley Willis,DISPO ICE,Pilotage BT,2024-06-18,2024-08-17,0.2,Data Management
Tours,105,Expert,Timothy Warren,Enedis,MsBI/BO,2024-03-18,2024-04-16,0.2,DataViz
Tours,105,Expert,Timothy Warren,congés,MsBI/BO,2024-04-17,2024-05-01,1.0,DataViz
Tours,105,Expert,Timothy Warren,Fraikin,MsBI/BO,2024-05-02,2025-03-16,0.8,DataViz
Tours,105,Expert,Timothy Warren,Bouygues,MsBI/BO,2025-02-19,2025-10-07,0.2,DataViz
Tours,105,Expert,Timothy Warren,COVEA,MsBI/BO,2025-08-14,2025-08-21,0.8,DataViz
Tours,150,Sénior,Sarah Burke,Engie,"Talend, Talend BD",2024-07-14,2024-10-18,0.5,Data Integration
Tours,150,Sénior,Sarah Burke,La Poste,"Talend, Talend BD",2024-09-17,2024-11-01,0.5,Data Integration
Tours,150,Sénior,Sarah Burke,Fraikin,"Talend, Talend BD",2024-08-19,2024-10-09,0.5,Data Integration
Tours,150,Sénior,Sarah Burke,DISPO ICE,"Talend, Talend BD",2024-08-18,2024-10-10,0.5,Data Integration
Tours,150,Sénior,Sarah Burke,Enedis,"Talend, Talend BD",2024-09-16,2025-06-13,0.5,Data Integration
Tours,150,Sénior,Sarah Burke,Société Générale,"Talend, Talend BD",2025-04-24,2025-10-01,0.5,Data Integration
Tours,100,Sénior,Roger Young,Orange,MsBI/BO,2023-11-09,2023-12-09,0.2,DSIA
Tours,100,Sénior,Roger Young,LVMH,MsBI/BO,2023-10-23,2024-04-11,0.8,DSIA
Tours,100,Sénior,Roger Young,Fraikin,MsBI/BO,2024-02-24,2025-01-06,0.2,DSIA
Tours,100,Sénior,Roger Young,COVEA,MsBI/BO,2024-10-27,2025-08-14,0.8,DSIA
Tours,100,Sénior,Roger Young,BPCE,MsBI/BO,2025-06-01,2025-12-29,0.2,DSIA
Mtp,150,Junior,Connie Heath,LVMH,"Talend, Talend BD",2024-04-14,2024-08-11,0.5,Cloud Azure
Mtp,150,Junior,Connie Heath,BPCE,"Talend, Talend BD",2024-07-19,2025-06-11,0.5,Cloud Azure
Mtp,150,Junior,Connie Heath,COVEA,"Talend, Talend BD",2025-05-11,2025-09-09,0.5,Cloud Azure
Mtp,150,Junior,Connie Heath,Engie,"Talend, Talend BD",2025-07-14,2026-05-01,0.5,Cloud Azure
Mtp,150,Junior,Connie Heath,Enedis,"Talend, Talend BD",2026-02-17,2026-12-12,0.5,Cloud Azure
Mtp,150,Junior,Connie Heath,Société Générale,"Talend, Talend BD",2026-10-14,2027-05-04,0.5,Cloud Azure
Mtp,150,Junior,Connie Heath,DISPO ICE,"Talend, Talend BD",2027-03-26,2027-08-07,0.5,Cloud Azure
Mtp,150,Junior,Connie Heath,Dalkia,"Talend, Talend BD",2027-06-27,2028-05-31,0.5,Cloud Azure
Mtp,170,Confirmé,Nathaniel Johnson,Enedis,Data Ing + Data S.,2023-12-08,2024-01-23,0.8,Cloud Azure
Mtp,170,Confirmé,Nathaniel Johnson,LVMH,Data Ing + Data S.,2023-11-04,2024-06-05,0.2,Cloud Azure
Mtp,170,Confirmé,Nathaniel Johnson,DISPO ICE,Data Ing + Data S.,2024-04-14,2024-06-01,0.8,Cloud Azure
Mtp,170,Confirmé,Nathaniel Johnson,Dalkia,Data Ing + Data S.,2024-03-16,2024-07-27,0.2,Cloud Azure
Mtp,170,Confirmé,Nathaniel Johnson,Bouygues,Data Ing + Data S.,2024-06-21,2024-07-14,0.8,Cloud Azure
Mtp,170,Confirmé,Nathaniel Johnson,Société Générale,Data Ing + Data S.,2024-06-03,2024-10-05,0.2,Cloud Azure
Mtp,170,Confirmé,Nathaniel Johnson,Engie,Data Ing + Data S.,2024-08-27,2024-11-15,0.8,Cloud Azure
Tours,170,Expert,Troy Young,COVEA,SAS,2024-08-14,2025-04-24,0.2,DataViz
Tours,170,Expert,Troy Young,Enedis,SAS,2025-03-28,2025-04-02,0.8,DataViz
Tours,170,Expert,Troy Young,congés,SAS,2025-04-03,2025-04-17,1.0,DataViz
Tours,170,Expert,Troy Young,Orange,SAS,2025-04-18,2025-12-31,0.7,DataViz
Paris,100,Expert,Paula Allen,LVMH,"Talend, Talend BD",2024-03-21,2024-07-03,0.8,Data Integration
Paris,100,Expert,Paula Allen,Société Générale,"Talend, Talend BD",2024-06-13,2025-02-28,0.2,Data Integration
Paris,100,Expert,Paula Allen,DISPO ICE,"Talend, Talend BD",2025-02-04,2025-02-17,0.8,Data Integration
Paris,100,Expert,Paula Allen,Enedis,"Talend, Talend BD",2025-01-04,2025-04-18,0.2,Data Integration
Paris,100,Expert,Paula Allen,Fraikin,"Talend, Talend BD",2025-03-12,2025-11-22,0.8,Data Integration
Paris,100,Expert,Paula Allen,La Poste,"Talend, Talend BD",2025-10-24,2026-02-23,0.2,Data Integration
Paris,100,Expert,Paula Allen,Engie,"Talend, Talend BD",2026-02-05,2026-02-11,0.8,Data Integration
Paris,115,Sénior,Catherine Delgado,COVEA,Azure,2024-06-29,2025-06-26,0.5,Cloud Azure
Paris,115,Sénior,Catherine Delgado,Société Générale,Azure,2025-04-03,2025-07-16,0.5,Cloud Azure
Paris,115,Sénior,Catherine Delgado,La Poste,Azure,2025-05-10,2025-10-26,0.5,Cloud Azure
Paris,115,Sénior,Catherine Delgado,DISPO ICE,Azure,2025-08-06,2025-10-31,0.5,Cloud Azure
Paris,115,Sénior,Catherine Delgado,Orange,Azure,2025-09-25,2026-09-18,0.5,Cloud Azure
Paris,115,Sénior,Catherine Delgado,Fraikin,Azure,2026-08-12,2026-11-25,0.5,Cloud Azure
Paris,115,Sénior,Catherine Delgado,congés,Azure,2026-11-26,2026-12-10,1.0,Cloud Azure
Paris,115,Sénior,Catherine Delgado,Dalkia,Azure,2026-12-11,2027-06-01,0.2,Cloud Azure
Mtp,115,Expert,Lisa Cohen,Dalkia,Data Ing + Data S.,2024-07-12,2025-01-26,0.5,DSIA
Mtp,115,Expert,Lisa Cohen,Enedis,Data Ing + Data S.,2024-11-09,2025-04-07,0.5,DSIA
Mtp,115,Expert,Lisa Cohen,Fraikin,Data Ing + Data S.,2025-03-01,2025-07-09,0.5,DSIA
Mtp,115,Expert,Lisa Cohen,BPCE,Data Ing + Data S.,2025-05-01,2026-03-23,0.5,DSIA
Mtp,115,Expert,Lisa Cohen,Engie,Data Ing + Data S.,2026-02-02,2026-02-28,0.5,DSIA
Mtp,115,Expert,Lisa Cohen,LVMH,Data Ing + Data S.,2026-01-07,2026-12-13,0.5,DSIA
Mtp,115,Expert,Lisa Cohen,La Poste,Data Ing + Data S.,2026-11-05,2027-07-05,0.5,DSIA
Mtp,115,Expert,Lisa Cohen,DISPO ICE,Data Ing + Data S.,2027-06-08,2028-05-11,0.5,DSIA
Tours,100,Confirmé,Randy Carr,COVEA,Cybersecurity,2024-03-07,2024-07-02,0.8,Cloud Azure
Tours,100,Confirmé,Randy Carr,Dalkia,Cybersecurity,2024-06-10,2024-12-02,0.2,Cloud Azure
Tours,100,Confirmé,Randy Carr,La Poste,Cybersecurity,2024-10-18,2025-02-26,0.8,Cloud Azure
Tours,100,Confirmé,Randy Carr,LVMH,Cybersecurity,2025-01-07,2025-02-26,0.2,Cloud Azure
Tours,100,Confirmé,Randy Carr,Société Générale,Cybersecurity,2025-02-09,2026-01-15,0.8,Cloud Azure
Tours,100,Confirmé,Randy Carr,DISPO ICE,Cybersecurity,2025-12-28,2026-09-17,0.2,Cloud Azure
Tours,115,Junior,Stephanie Smith,DISPO ICE,Data Ing + Data S.,2023-12-12,2024-02-02,0.5,ODI
Tours,115,Junior,Stephanie Smith,Bouygues,Data Ing + Data S.,2023-11-11,2024-04-16,0.5,ODI
Tours,115,Junior,Stephanie Smith,Enedis,Data Ing + Data S.,2024-02-28,2025-01-23,0.5,ODI
Tours,115,Junior,Stephanie Smith,Fraikin,Data Ing + Data S.,2024-12-24,2025-04-07,0.5,ODI
Tours,115,Junior,Stephanie Smith,Club Med,Data Ing + Data S.,2025-03-11,2025-06-26,0.5,ODI
Tours,115,Junior,Stephanie Smith,COVEA,Data Ing + Data S.,2025-05-20,2026-04-27,0.5,ODI
Tours,105,Sénior,Adam Christian,COVEA,"Talend, Talend BD",2024-08-04,2024-10-30,0.2,MSBI
Tours,105,Sénior,Adam Christian,La Poste,"Talend, Talend BD",2024-08-24,2025-07-28,0.8,MSBI
Tours,105,Sénior,Adam Christian,Dalkia,"Talend, Talend BD",2025-06-09,2026-02-13,0.2,MSBI
Tours,105,Sénior,Adam Christian,Engie,"Talend, Talend BD",2025-11-24,2026-03-09,0.8,MSBI
Tours,105,Sénior,Adam Christian,Bouygues,"Talend, Talend BD",2026-02-11,2026-10-01,0.2,MSBI
Tours,100,Expert,Michelle Blankenship,LVMH,"Power BI, Azure, BO, Qlik",2024-01-16,2024-02-06,0.5,DSIA
Tours,100,Expert,Michelle Blankenship,Société Générale,"Power BI, Azure, BO, Qlik",2023-11-21,2024-06-29,0.5,DSIA
Tours,100,Expert,Michelle Blankenship,Engie,"Power BI, Azure, BO, Qlik",2024-04-08,2024-06-09,0.5,DSIA
Tours,100,Expert,Michelle Blankenship,Bouygues,"Power BI, Azure, BO, Qlik",2024-04-28,2024-10-19,0.5,DSIA
Paris,105,Sénior,Brenda Rodriguez,Bouygues,MsBI/BO,2024-06-16,2024-11-05,0.8,Data Integration
Paris,105,Sénior,Brenda Rodriguez,La Poste,MsBI/BO,2024-08-15,2024-12-19,0.2,Data Integration
Paris,105,Sénior,Brenda Rodriguez,Club Med,MsBI/BO,2024-10-08,2024-11-30,0.8,Data Integration
Paris,105,Sénior,Brenda Rodriguez,Orange,MsBI/BO,2024-10-09,2025-08-25,0.2,Data Integration
Paris,105,Sénior,Brenda Rodriguez,COVEA,MsBI/BO,2025-07-13,2025-11-08,0.8,Data Integration
Mtp,150,Confirmé,Jeffrey Bridges,Fraikin,MsBI/BO,2024-02-08,2024-02-08,0.2,Data Management
Mtp,150,Confirmé,Jeffrey Bridges,Orange,MsBI/BO,2024-01-10,2024-02-05,0.8,Data Management
Mtp,150,Confirmé,Jeffrey Bridges,COVEA,MsBI/BO,2023-12-04,2024-02-11,0.2,Data Management
Mtp,150,Confirmé,Jeffrey Bridges,Engie,MsBI/BO,2023-11-25,2024-10-30,0.8,Data Management
Mtp,150,Confirmé,Jeffrey Bridges,La Poste,MsBI/BO,2024-10-03,2024-10-09,0.2,Data Management
Mtp,150,Confirmé,Jeffrey Bridges,DISPO ICE,MsBI/BO,2024-07-24,2024-08-02,0.8,Data Management
Mtp,150,Sénior,Darrell Flores,BPCE,SAS,2024-07-28,2025-03-16,0.2,DataViz
Mtp,150,Sénior,Darrell Flores,Engie,SAS,2025-02-08,2025-03-28,0.8,DataViz
Mtp,150,Sénior,Darrell Flores,Bouygues,SAS,2025-03-08,2025-04-10,0.2,DataViz
Mtp,150,Sénior,Darrell Flores,Société Générale,SAS,2025-03-03,2026-01-21,0.8,DataViz
Mtp,150,Sénior,Darrell Flores,Orange,SAS,2025-11-14,2026-01-27,0.2,DataViz
Mtp,150,Sénior,Darrell Flores,Enedis,SAS,2025-11-23,2026-04-11,0.8,DataViz
Paris,105,Expert,Travis Nicholson,COVEA,MsBI/BO,2024-04-14,2024-12-17,0.8,Data Management
Paris,105,Expert,Travis Nicholson,Orange,MsBI/BO,2024-10-04,2025-03-05,0.2,Data Management
Paris,105,Expert,Travis Nicholson,BPCE,MsBI/BO,2025-02-10,2025-07-12,0.8,Data Management
Paris,105,Expert,Travis Nicholson,Club Med,MsBI/BO,2025-05-11,2025-09-21,0.2,Data Management
Paris,105,Expert,Travis Nicholson,Enedis,MsBI/BO,2025-08-05,2026-07-22,0.8,Data Management
Paris,105,Expert,Travis Nicholson,Engie,MsBI/BO,2026-07-07,2026-12-08,0.2,Data Management
Paris,105,Expert,Travis Nicholson,DISPO ICE,MsBI/BO,2026-09-26,2027-03-22,0.8,Data Management
Paris,150,Sénior,Nichole Johnson,Orange,Cybersecurity,2023-10-31,2023-11-01,0.8,DSIA
Paris,150,Sénior,Nichole Johnson,Dalkia,Cybersecurity,2023-08-19,2024-07-04,0.2,DSIA
Paris,150,Sénior,Nichole Johnson,DISPO ICE,Cybersecurity,2024-04-22,2025-01-20,0.8,DSIA
Paris,150,Sénior,Nichole Johnson,Engie,Cybersecurity,2024-11-04,2025-02-07,0.2,DSIA
Mtp,115,Junior,Sean Schmidt,Société Générale,Cybersecurity,2023-12-16,2024-01-02,0.8,DSIA
Mtp,115,Junior,Sean Schmidt,LVMH,Cybersecurity,2023-12-12,2024-07-29,0.2,DSIA
Mtp,115,Junior,Sean Schmidt,Bouygues,Cybersecurity,2024-06-08,2024-09-10,0.8,DSIA
Mtp,115,Junior,Sean Schmidt,DISPO ICE,Cybersecurity,2024-08-02,2024-10-25,0.2,DSIA
Mtp,115,Junior,Sean Schmidt,congés,Cybersecurity,2024-10-26,2024-11-09,1.0,DSIA
Mtp,115,Junior,Sean Schmidt,Orange,Cybersecurity,2024-11-10,2025-07-16,0.7,DSIA
Mtp,115,Junior,Sean Schmidt,Engie,Cybersecurity,2025-05-06,2026-01-07,0.3,DSIA
Tours,100,Sénior,Pamela Long,Enedis,"Power BI, Azure, BO, Qlik",2023-09-22,2024-01-28,0.8,Data Integration
Tours,100,Sénior,Pamela Long,Orange,"Power BI, Azure, BO, Qlik",2024-01-11,2024-04-10,0.2,Data Integration
Tours,100,Sénior,Pamela Long,DISPO ICE,"Power BI, Azure, BO, Qlik",2024-01-24,2025-01-06,0.8,Data Integration
Tours,100,Sénior,Pamela Long,Société Générale,"Power BI, Azure, BO, Qlik",2024-11-27,2025-10-18,0.2,Data Integration
Tours,115,Confirmé,Maurice Sloan,DISPO ICE,"Informatica stambia, talend, datastage",2024-03-05,2024-08-27,0.5,DataViz
Tours,115,Confirmé,Maurice Sloan,BPCE,"Informatica stambia, talend, datastage",2024-08-11,2025-03-07,0.5,DataViz
Tours,115,Confirmé,Maurice Sloan,Dalkia,"Informatica stambia, talend, datastage",2024-12-29,2025-09-16,0.5,DataViz
Tours,115,Confirmé,Maurice Sloan,Société Générale,"Informatica stambia, talend, datastage",2025-08-08,2025-11-08,0.5,DataViz
Tours,115,Confirmé,Maurice Sloan,Engie,"Informatica stambia, talend, datastage",2025-10-09,2026-08-09,0.5,DataViz
Tours,115,Confirmé,Maurice Sloan,COVEA,"Informatica stambia, talend, datastage",2026-06-16,2027-04-10,0.5,DataViz
Paris,150,Expert,Paul Owens,Engie,Talend BD,2024-04-08,2024-09-17,0.8,TALEND
Paris,150,Expert,Paul Owens,LVMH,Talend BD,2024-07-29,2025-07-06,0.2,TALEND
Paris,150,Expert,Paul Owens,Fraikin,Talend BD,2025-06-13,2026-04-26,0.8,TALEND
Paris,150,Expert,Paul Owens,Bouygues,Talend BD,2026-02-05,2026-09-01,0.2,TALEND
Paris,150,Expert,Paul Owens,DISPO ICE,Talend BD,2026-07-04,2026-09-02,0.8,TALEND
Paris,150,Expert,Paul Owens,La Poste,Talend BD,2026-06-20,2027-04-11,0.2,TALEND
Paris,150,Expert,Paul Owens,Club Med,Talend BD,2027-02-12,2027-02-20,0.8,TALEND
Mtp,170,Junior,Brooke Gillespie,Club Med,UX,2023-10-25,2023-12-03,0.8,DSIA
Mtp,170,Junior,Brooke Gillespie,congés,UX,2023-12-04,2023-12-18,1.0,DSIA
Mtp,170,Junior,Brooke Gillespie,Dalkia,UX,2023-12-19,2024-12-06,0.8,DSIA
Mtp,170,Junior,Brooke Gillespie,Société Générale,UX,2024-09-17,2025-01-15,0.2,DSIA
Mtp,170,Junior,Brooke Gillespie,COVEA,UX,2024-12-09,2025-02-10,0.8,DSIA
Paris,170,Sénior,Derrick Nelson,La Poste,SSIS,2023-09-17,2023-09-17,0.2,DataViz
Paris,170,Sénior,Derrick Nelson,Engie,SSIS,2023-08-27,2023-12-09,0.8,DataViz
Paris,170,Sénior,Derrick Nelson,Orange,SSIS,2023-09-26,2024-08-03,0.2,DataViz
Paris,170,Sénior,Derrick Nelson,Club Med,SSIS,2024-05-18,2024-10-22,0.8,DataViz
Paris,170,Sénior,Derrick Nelson,Société Générale,SSIS,2024-09-10,2025-01-02,0.2,DataViz
Paris,170,Sénior,Derrick Nelson,Dalkia,SSIS,2024-10-14,2025-09-27,0.8,DataViz
Mtp,105,Junior,Hannah Jones,COVEA,"Power BI, Azure, BO, Qlik",2024-02-16,2024-12-23,0.5,Data Integration
Mtp,105,Junior,Hannah Jones,Enedis,"Power BI, Azure, BO, Qlik",2024-11-07,2025-03-27,0.5,Data Integration
Mtp,105,Junior,Hannah Jones,DISPO ICE,"Power BI, Azure, BO, Qlik",2025-02-28,2026-01-10,0.5,Data Integration
Paris,150,Confirmé,Hannah Hoffman,DISPO ICE,SSIS,2023-09-29,2024-03-04,0.5,Data Integration
Paris,150,Confirmé,Hannah Hoffman,La Poste,SSIS,2023-12-16,2023-12-30,0.5,Data Integration
Paris,150,Confirmé,Hannah Hoffman,LVMH,SSIS,2023-12-13,2024-01-31,0.5,Data Integration
Paris,150,Confirmé,Hannah Hoffman,Dalkia,SSIS,2023-12-16,2024-06-07,0.5,Data Integration
Mtp,115,Confirmé,Patricia Rogers,DISPO ICE,"Talend, Talend BD",2024-03-27,2024-04-04,0.2,TALEND
Mtp,115,Confirmé,Patricia Rogers,LVMH,"Talend, Talend BD",2024-01-21,2024-10-02,0.8,TALEND
Mtp,115,Confirmé,Patricia Rogers,congés,"Talend, Talend BD",2024-10-03,2024-10-17,1.0,TALEND
Mtp,115,Confirmé,Patricia Rogers,Fraikin,"Talend, Talend BD",2024-10-18,2025-05-24,1.0,TALEND
Tours,100,Junior,Robert Cuevas,Orange,SAS,2024-04-23,2025-01-16,0.8,ODI
Tours,100,Junior,Robert Cuevas,Club Med,SAS,2024-12-30,2025-06-17,0.2,ODI
Tours,100,Junior,Robert Cuevas,LVMH,SAS,2025-04-26,2025-04-30,0.8,ODI
Tours,100,Junior,Robert Cuevas,Dalkia,SAS,2025-03-21,2026-01-14,0.2,ODI
Paris,170,Confirmé,Derek Callahan,congés,Azure,2024-08-01,2024-08-15,1.0,DSIA
Paris,170,Confirmé,Derek Callahan,BPCE,Azure,2024-08-16,2024-12-22,0.3,DSIA
Paris,170,Confirmé,Derek Callahan,Société Générale,Azure,2024-11-18,2025-10-10,0.7,DSIA
Paris,170,Sénior,Felicia Harmon,COVEA,Data Ing + Data S.,2024-03-17,2024-07-25,0.5,Data Management
Paris,170,Sénior,Felicia Harmon,Engie,Data Ing + Data S.,2024-05-27,2025-03-07,0.5,Data Management
Paris,170,Sénior,Felicia Harmon,Dalkia,Data Ing + Data S.,2025-01-04,2025-08-06,0.5,Data Management
Mtp,150,Confirmé,Richard Serrano,DISPO ICE,MsBI/BO,2024-03-13,2024-04-09,0.5,Data Integration
Mtp,150,Confirmé,Richard Serrano,congés,MsBI/BO,2024-04-10,2024-04-24,1.0,Data Integration
Mtp,150,Confirmé,Richard Serrano,Enedis,MsBI/BO,2024-04-25,2024-12-25,0.9,Data Integration
Mtp,150,Confirmé,Richard Serrano,LVMH,MsBI/BO,2024-10-17,2025-03-22,0.1,Data Integration
Mtp,150,Confirmé,Richard Serrano,Orange,MsBI/BO,2025-02-03,2025-09-08,0.9,Data Integration
Mtp,150,Confirmé,Richard Serrano,Club Med,MsBI/BO,2025-07-29,2026-07-16,0.1,Data Integration
Mtp,100,Expert,Catherine Lee,Club Med,SAS,2024-01-23,2024-10-03,0.5,ODI
Mtp,100,Expert,Catherine Lee,COVEA,SAS,2024-08-04,2025-08-01,0.5,ODI
Mtp,100,Expert,Catherine Lee,Engie,SAS,2025-05-20,2025-10-31,0.5,ODI
Mtp,100,Expert,Catherine Lee,Société Générale,SAS,2025-08-10,2025-10-15,0.5,ODI
Mtp,100,Expert,Catherine Lee,DISPO ICE,SAS,2025-08-20,2025-12-25,0.5,ODI
Mtp,100,Expert,Catherine Lee,Enedis,SAS,2025-10-30,2026-02-13,0.5,ODI
Mtp,100,Expert,Catherine Lee,Bouygues,SAS,2025-12-16,2026-12-05,0.5,ODI
Mtp,100,Expert,Catherine Lee,Dalkia,SAS,2026-10-25,2027-02-05,0.5,ODI
Paris,115,Junior,Derrick Jones,La Poste,"Talend, Talend BD",2024-01-25,2024-04-30,0.8,Cloud Azure
Paris,115,Junior,Derrick Jones,LVMH,"Talend, Talend BD",2024-03-02,2024-12-22,0.2,Cloud Azure
Paris,115,Junior,Derrick Jones,Orange,"Talend, Talend BD",2024-10-16,2024-11-25,0.8,Cloud Azure
Paris,115,Junior,Derrick Jones,DISPO ICE,"Talend, Talend BD",2024-10-27,2025-04-19,0.2,Cloud Azure
Paris,115,Junior,Derrick Jones,Engie,"Talend, Talend BD",2025-02-14,2025-12-31,0.8,Cloud Azure
Paris,115,Junior,Derrick Jones,COVEA,"Talend, Talend BD",2025-12-02,2026-03-04,0.2,Cloud Azure
Mtp,100,Expert,Marie Mathis,Orange,Data Ing + Data S.,2024-01-03,2024-08-12,0.2,ODI
Mtp,100,Expert,Marie Mathis,BPCE,Data Ing + Data S.,2024-06-22,2025-02-25,0.8,ODI
Mtp,100,Expert,Marie Mathis,Dalkia,Data Ing + Data S.,2025-01-12,2025-05-30,0.2,ODI
Mtp,100,Expert,Marie Mathis,LVMH,Data Ing + Data S.,2025-04-20,2026-04-14,0.8,ODI
Mtp,100,Expert,Marie Mathis,congés,Data Ing + Data S.,2026-04-15,2026-04-29,1.0,ODI
Mtp,100,Expert,Marie Mathis,Bouygues,Data Ing + Data S.,2026-04-30,2026-06-03,0.4,ODI
Mtp,100,Expert,Marie Mathis,COVEA,Data Ing + Data S.,2026-03-27,2026-06-23,0.6,ODI
Mtp,100,Expert,Marie Mathis,Engie,Data Ing + Data S.,2026-05-22,2026-10-16,0.4,ODI
Mtp,170,Confirmé,Stephen Hopkins,Club Med,Talend BD,2024-01-03,2024-05-12,0.8,TALEND
Mtp,170,Confirmé,Stephen Hopkins,Engie,Talend BD,2024-03-06,2024-08-26,0.2,TALEND
Mtp,170,Confirmé,Stephen Hopkins,BPCE,Talend BD,2024-06-30,2025-01-22,0.8,TALEND
Mtp,100,Confirmé,Tracy Hurley,BPCE,Direction de projet,2023-12-06,2024-04-13,0.5,DSIA
Mtp,100,Confirmé,Tracy Hurley,Bouygues,Direction de projet,2024-02-21,2024-02-26,0.5,DSIA
Mtp,100,Confirmé,Tracy Hurley,Enedis,Direction de projet,2024-02-08,2024-03-04,0.5,DSIA
Mtp,100,Confirmé,Tracy Hurley,congés,Direction de projet,2024-03-05,2024-03-19,1.0,DSIA
Paris,100,Confirmé,Christian Ellis,Fraikin,"Talend, Talend BD",2024-05-29,2024-12-19,0.2,DataViz
Paris,100,Confirmé,Christian Ellis,Bouygues,"Talend, Talend BD",2024-10-01,2024-12-26,0.8,DataViz
Paris,100,Confirmé,Christian Ellis,DISPO ICE,"Talend, Talend BD",2024-12-01,2025-05-02,0.2,DataViz
Paris,100,Confirmé,Christian Ellis,Enedis,"Talend, Talend BD",2025-02-18,2025-11-19,0.8,DataViz
Paris,100,Confirmé,Christian Ellis,Société Générale,"Talend, Talend BD",2025-10-28,2026-04-19,0.2,DataViz
Mtp,170,Expert,Ryan Garcia,Orange,"Informatica stambia, talend, datastage",2024-06-25,2025-01-23,0.2,TALEND
Mtp,170,Expert,Ryan Garcia,COVEA,"Informatica stambia, talend, datastage",2024-11-29,2025-10-24,0.8,TALEND
Mtp,170,Expert,Ryan Garcia,Club Med,"Informatica stambia, talend, datastage",2025-08-11,2026-01-06,0.2,TALEND
Mtp,170,Expert,Ryan Garcia,Bouygues,"Informatica stambia, talend, datastage",2025-11-20,2026-06-13,0.8,TALEND
Mtp,170,Expert,Ryan Garcia,BPCE,"Informatica stambia, talend, datastage",2026-05-07,2026-10-18,0.2,TALEND
Mtp,170,Expert,Ryan Garcia,Fraikin,"Informatica stambia, talend, datastage",2026-09-04,2027-01-31,0.8,TALEND
Mtp,170,Expert,Ryan Garcia,Dalkia,"Informatica stambia, talend, datastage",2026-11-26,2027-07-14,0.2,TALEND
Tours,150,Confirmé,Tammy Burton,congés,Talend BD,2023-10-03,2023-10-17,1.0,ODI
Tours,150,Confirmé,Tammy Burton,Dalkia,Talend BD,2023-10-18,2024-01-06,0.7,ODI
Tours,150,Confirmé,Tammy Burton,COVEA,Talend BD,2023-11-22,2024-03-24,0.3,ODI
Mtp,170,Confirmé,Jack Kaufman,Dalkia,"Informatica stambia, talend, datastage",2024-04-13,2024-11-29,0.8,MSBI
Mtp,170,Confirmé,Jack Kaufman,Club Med,"Informatica stambia, talend, datastage",2024-09-18,2024-10-06,0.2,MSBI
Mtp,170,Confirmé,Jack Kaufman,Engie,"Informatica stambia, talend, datastage",2024-09-19,2025-06-11,0.8,MSBI
Tours,115,Junior,Tonya Fry,Fraikin,Pilotage BT,2023-11-24,2024-09-17,0.5,DSIA
Tours,115,Junior,Tonya Fry,LVMH,Pilotage BT,2024-08-14,2024-11-18,0.5,DSIA
Tours,115,Junior,Tonya Fry,COVEA,Pilotage BT,2024-09-19,2025-04-21,0.5,DSIA
Tours,115,Junior,Tonya Fry,BPCE,Pilotage BT,2025-03-26,2026-01-03,0.5,DSIA
Tours,115,Junior,Tonya Fry,Enedis,Pilotage BT,2025-10-29,2026-08-25,0.5,DSIA
